name	face	image	1	0
James_Frain	actors/faces/James_Frain/James_Frain_49340_26210.jpeg	actors/images/James_Frain/James_Frain_49340.jpeg	data/train/1/James_Frain_49340_26210.png	data/train/0/James_Frain_49340.png
Kit_Harington	actors/faces/Kit_Harington/Kit_Harington_72281_38797.jpeg	actors/images/Kit_Harington/Kit_Harington_72281.jpeg	data/train/1/Kit_Harington_72281_38797.png	data/train/0/Kit_Harington_72281.png
Hector_Elizondo	actors/faces/Hector_Elizondo/Hector_Elizondo_43771_23483.jpeg	actors/images/Hector_Elizondo/Hector_Elizondo_43771.jpeg	data/train/1/Hector_Elizondo_43771_23483.png	data/train/0/Hector_Elizondo_43771.png
Josh_Duhamel	actors/faces/Josh_Duhamel/Josh_Duhamel_65469_34970.jpeg	actors/images/Josh_Duhamel/Josh_Duhamel_65469.jpeg	data/train/1/Josh_Duhamel_65469_34970.png	data/train/0/Josh_Duhamel_65469.png
Jesse_Eisenberg	actors/faces/Jesse_Eisenberg/Jesse_Eisenberg_56996_30410.jpeg	actors/images/Jesse_Eisenberg/Jesse_Eisenberg_56996.jpeg	data/train/1/Jesse_Eisenberg_56996_30410.png	data/train/0/Jesse_Eisenberg_56996.png
Geoffrey_Rush	actors/faces/Geoffrey_Rush/Geoffrey_Rush_39872_21354.jpeg	actors/images/Geoffrey_Rush/Geoffrey_Rush_39872.jpeg	data/train/1/Geoffrey_Rush_39872_21354.png	data/train/0/Geoffrey_Rush_39872.png
Matthew_Gray_Gubler	actors/faces/Matthew_Gray_Gubler/Matthew_Gray_Gubler_78971_42202.jpeg	actors/images/Matthew_Gray_Gubler/Matthew_Gray_Gubler_78971.jpeg	data/train/1/Matthew_Gray_Gubler_78971_42202.png	data/train/0/Matthew_Gray_Gubler_78971.png
Victor_Garber	actors/faces/Victor_Garber/Victor_Garber_112952_54991.jpeg	actors/images/Victor_Garber/Victor_Garber_112952.jpeg	data/train/1/Victor_Garber_112952_54991.png	data/train/0/Victor_Garber_112952.png
Robert_Di_Niro	actors/faces/Robert_Di_Niro/Robert_Di_Niro_94952_49205.jpeg	actors/images/Robert_Di_Niro/Robert_Di_Niro_94952.jpeg	data/train/1/Robert_Di_Niro_94952_49205.png	data/train/0/Robert_Di_Niro_94952.png
Billy_Zane	actors/faces/Billy_Zane/Billy_Zane_13390_7681.jpeg	actors/images/Billy_Zane/Billy_Zane_13390.jpeg	data/train/1/Billy_Zane_13390_7681.png	data/train/0/Billy_Zane_13390.png
Edi_Gathegi	actors/faces/Edi_Gathegi/Edi_Gathegi_35083_18498.jpeg	actors/images/Edi_Gathegi/Edi_Gathegi_35083.jpeg	data/train/1/Edi_Gathegi_35083_18498.png	data/train/0/Edi_Gathegi_35083.png
David_Wenham	actors/faces/David_Wenham/David_Wenham_30568_16291.jpeg	actors/images/David_Wenham/David_Wenham_30568.jpeg	data/train/1/David_Wenham_30568_16291.png	data/train/0/David_Wenham_30568.png
Freddy_Prinze_Jr.	actors/faces/Freddy_Prinze_Jr./Freddy_Prinze_Jr._37655_19922.jpeg	actors/images/Freddy_Prinze_Jr./Freddy_Prinze_Jr._37655.jpeg	data/train/1/Freddy_Prinze_Jr._37655_19922.png	data/train/0/Freddy_Prinze_Jr._37655.png
